Date,Time,Trade No.,Price,Effect,Legs
5/24/2016,2:45:00 PM CDT,77,1.21,credit,"sell to open 1 x $201 put exp. 7/15/2016 (52 DTE); buy to open 1 x $193 put exp. 7/15/2016 (52 DTE)"
6/8/2016,2:45:00 PM CDT,77,0.54,debit,"buy to close 1 x $201 put exp. 7/15/2016 (37 DTE); sell to close 1 x $193 put exp. 7/15/2016 (37 DTE)"
6/8/2016,2:45:00 PM CDT,78,1.04,credit,"sell to open 1 x $206 put exp. 7/22/2016 (44 DTE); buy to open 1 x $198.5 put exp. 7/22/2016 (44 DTE)"
7/1/2016,2:45:00 PM CDT,78,0.81,debit,"buy to close 1 x $206 put exp. 7/22/2016 (21 DTE); sell to close 1 x $198.5 put exp. 7/22/2016 (21 DTE)"
7/1/2016,2:45:00 PM CDT,79,1.19,credit,"sell to open 1 x $205 put exp. 8/12/2016 (42 DTE); buy to open 1 x $196.5 put exp. 8/12/2016 (42 DTE)"
7/11/2016,2:45:00 PM CDT,79,0.55,debit,"buy to close 1 x $205 put exp. 8/12/2016 (32 DTE); sell to close 1 x $196.5 put exp. 8/12/2016 (32 DTE)"
7/11/2016,2:45:00 PM CDT,80,1.01,credit,"sell to open 1 x $208.5 put exp. 8/26/2016 (46 DTE); buy to open 1 x $201.5 put exp. 8/26/2016 (46 DTE)"
7/22/2016,2:45:00 PM CDT,80,0.47,debit,"buy to close 1 x $208.5 put exp. 8/26/2016 (35 DTE); sell to close 1 x $201.5 put exp. 8/26/2016 (35 DTE)"
7/22/2016,2:45:00 PM CDT,81,0.9,credit,"sell to open 1 x $212.5 put exp. 9/2/2016 (42 DTE); buy to open 1 x $206 put exp. 9/2/2016 (42 DTE)"
8/11/2016,2:45:00 PM CDT,81,0.38,debit,"buy to close 1 x $212.5 put exp. 9/2/2016 (22 DTE); sell to close 1 x $206 put exp. 9/2/2016 (22 DTE)"
8/11/2016,2:45:00 PM CDT,82,0.75,credit,"sell to open 1 x $212.5 put exp. 9/23/2016 (43 DTE); buy to open 1 x $207 put exp. 9/23/2016 (43 DTE)"
9/2/2016,2:45:00 PM CDT,82,0.53,debit,"buy to close 1 x $212.5 put exp. 9/23/2016 (21 DTE); sell to close 1 x $207 put exp. 9/23/2016 (21 DTE)"
9/2/2016,2:45:00 PM CDT,83,0.99,credit,"sell to open 1 x $212.5 put exp. 10/14/2016 (42 DTE); buy to open 1 x $205 put exp. 10/14/2016 (42 DTE)"
9/23/2016,2:45:00 PM CDT,83,0.8,debit,"buy to close 1 x $212.5 put exp. 10/14/2016 (21 DTE); sell to close 1 x $205 put exp. 10/14/2016 (21 DTE)"
9/23/2016,2:45:00 PM CDT,84,1,credit,"sell to open 1 x $211 put exp. 11/4/2016 (42 DTE); buy to open 1 x $204 put exp. 11/4/2016 (42 DTE)"
10/14/2016,2:45:00 PM CDT,84,1.18,debit,"buy to close 1 x $211 put exp. 11/4/2016 (21 DTE); sell to close 1 x $204 put exp. 11/4/2016 (21 DTE)"
10/14/2016,2:45:00 PM CDT,85,1.25,credit,"sell to open 1 x $208 put exp. 11/25/2016 (42 DTE); buy to open 1 x $200 put exp. 11/25/2016 (42 DTE)"
11/4/2016,2:45:00 PM CDT,85,2.08,debit,"buy to close 1 x $208 put exp. 11/25/2016 (21 DTE); sell to close 1 x $200 put exp. 11/25/2016 (21 DTE)"
11/4/2016,2:45:00 PM CDT,86,1.71,credit,"sell to open 1 x $201 put exp. 12/16/2016 (42 DTE); buy to open 1 x $191 put exp. 12/16/2016 (42 DTE)"
11/8/2016,2:45:00 PM CST,86,0.77,debit,"buy to close 1 x $201 put exp. 12/16/2016 (38 DTE); sell to close 1 x $191 put exp. 12/16/2016 (38 DTE)"
11/8/2016,2:45:00 PM CST,87,1.49,credit,"sell to open 1 x $207.5 put exp. 12/23/2016 (45 DTE); buy to open 1 x $197.5 put exp. 12/23/2016 (45 DTE)"
11/17/2016,2:45:00 PM CST,87,0.59,debit,"buy to close 1 x $207.5 put exp. 12/23/2016 (36 DTE); sell to close 1 x $197.5 put exp. 12/23/2016 (36 DTE)"
11/17/2016,2:45:00 PM CST,88,1.07,credit,"sell to open 1 x $213 put exp. 12/30/2016 (43 DTE); buy to open 1 x $206 put exp. 12/30/2016 (43 DTE)"
12/5/2016,2:45:00 PM CST,88,0.49,debit,"buy to close 1 x $213 put exp. 12/30/2016 (25 DTE); sell to close 1 x $206 put exp. 12/30/2016 (25 DTE)"
12/5/2016,2:45:00 PM CST,89,0.93,credit,"sell to open 1 x $215 put exp. 1/20/2017 (46 DTE); buy to open 1 x $209 put exp. 1/20/2017 (46 DTE)"
12/9/2016,2:45:00 PM CST,89,0.43,debit,"buy to close 1 x $215 put exp. 1/20/2017 (42 DTE); sell to close 1 x $209 put exp. 1/20/2017 (42 DTE)"
12/9/2016,2:45:00 PM CST,90,0.94,credit,"sell to open 1 x $221 put exp. 1/20/2017 (42 DTE); buy to open 1 x $215 put exp. 1/20/2017 (42 DTE)"
12/30/2016,2:45:00 PM CST,90,1.07,debit,"buy to close 1 x $221 put exp. 1/20/2017 (21 DTE); sell to close 1 x $215 put exp. 1/20/2017 (21 DTE)"
12/30/2016,2:45:00 PM CST,91,1.07,credit,"sell to open 1 x $217.5 put exp. 2/10/2017 (42 DTE); buy to open 1 x $210 put exp. 2/10/2017 (42 DTE)"
1/4/2017,2:45:00 PM CST,91,0.5,debit,"buy to close 1 x $217.5 put exp. 2/10/2017 (37 DTE); sell to close 1 x $210 put exp. 2/10/2017 (37 DTE)"
1/4/2017,2:45:00 PM CST,92,0.9,credit,"sell to open 1 x $222 put exp. 2/17/2017 (44 DTE); buy to open 1 x $216 put exp. 2/17/2017 (44 DTE)"
1/25/2017,2:45:00 PM CST,92,0.26,debit,"buy to close 1 x $222 put exp. 2/17/2017 (23 DTE); sell to close 1 x $216 put exp. 2/17/2017 (23 DTE)"
1/26/2017,2:45:00 PM CST,93,0.81,credit,"sell to open 1 x $225.5 put exp. 3/10/2017 (43 DTE); buy to open 1 x $220 put exp. 3/10/2017 (43 DTE)"
2/13/2017,2:45:00 PM CST,93,0.26,debit,"buy to close 1 x $225.5 put exp. 3/10/2017 (25 DTE); sell to close 1 x $220 put exp. 3/10/2017 (25 DTE)"
2/13/2017,2:45:00 PM CST,94,1.01,credit,"sell to open 1 x $228 put exp. 3/31/2017 (46 DTE); buy to open 1 x $221 put exp. 3/31/2017 (46 DTE)"
2/27/2017,2:45:00 PM CST,94,0.46,debit,"buy to close 1 x $228 put exp. 3/31/2017 (32 DTE); sell to close 1 x $221 put exp. 3/31/2017 (32 DTE)"
2/27/2017,2:45:00 PM CST,95,0.93,credit,"sell to open 1 x $232 put exp. 4/7/2017 (39 DTE); buy to open 1 x $225.5 put exp. 4/7/2017 (39 DTE)"
3/15/2017,2:45:00 PM CDT,95,0.37,debit,"buy to close 1 x $232 put exp. 4/7/2017 (23 DTE); sell to close 1 x $225.5 put exp. 4/7/2017 (23 DTE)"
3/15/2017,2:45:00 PM CDT,96,1.03,credit,"sell to open 1 x $234 put exp. 4/28/2017 (44 DTE); buy to open 1 x $226.5 put exp. 4/28/2017 (44 DTE)"
4/7/2017,2:45:00 PM CDT,96,1.25,debit,"buy to close 1 x $234 put exp. 4/28/2017 (21 DTE); sell to close 1 x $226.5 put exp. 4/28/2017 (21 DTE)"
4/7/2017,2:45:00 PM CDT,97,1.11,credit,"sell to open 1 x $231 put exp. 5/19/2017 (42 DTE); buy to open 1 x $223 put exp. 5/19/2017 (42 DTE)"
4/24/2017,2:45:00 PM CDT,97,0.45,debit,"buy to close 1 x $231 put exp. 5/19/2017 (25 DTE); sell to close 1 x $223 put exp. 5/19/2017 (25 DTE)"
4/24/2017,2:45:00 PM CDT,98,0.69,credit,"sell to open 1 x $233.5 put exp. 6/2/2017 (39 DTE); buy to open 1 x $228.5 put exp. 6/2/2017 (39 DTE)"
5/8/2017,2:45:00 PM CDT,98,0.28,debit,"buy to close 1 x $233.5 put exp. 6/2/2017 (25 DTE); sell to close 1 x $228.5 put exp. 6/2/2017 (25 DTE)"
5/8/2017,2:45:00 PM CDT,99,0.81,credit,"sell to open 1 x $234.5 put exp. 6/23/2017 (46 DTE); buy to open 1 x $229 put exp. 6/23/2017 (46 DTE)"
5/25/2017,2:45:00 PM CDT,99,0.36,debit,"buy to close 1 x $234.5 put exp. 6/23/2017 (29 DTE); sell to close 1 x $229 put exp. 6/23/2017 (29 DTE)"
5/25/2017,2:45:00 PM CDT,100,0.88,credit,"sell to open 1 x $237 put exp. 7/7/2017 (43 DTE); buy to open 1 x $229.5 put exp. 7/7/2017 (43 DTE)"
6/13/2017,2:45:00 PM CDT,100,0.35,debit,"buy to close 1 x $237 put exp. 7/7/2017 (24 DTE); sell to close 1 x $229.5 put exp. 7/7/2017 (24 DTE)"
6/13/2017,2:45:00 PM CDT,101,0.94,credit,"sell to open 1 x $240 put exp. 7/28/2017 (45 DTE); buy to open 1 x $232.5 put exp. 7/28/2017 (45 DTE)"
7/7/2017,2:45:00 PM CDT,101,0.85,debit,"buy to close 1 x $240 put exp. 7/28/2017 (21 DTE); sell to close 1 x $232.5 put exp. 7/28/2017 (21 DTE)"
7/7/2017,2:45:00 PM CDT,102,0.78,credit,"sell to open 1 x $238 put exp. 8/18/2017 (42 DTE); buy to open 1 x $232 put exp. 8/18/2017 (42 DTE)"
7/14/2017,2:45:00 PM CDT,102,0.33,debit,"buy to close 1 x $238 put exp. 8/18/2017 (35 DTE); sell to close 1 x $232 put exp. 8/18/2017 (35 DTE)"
7/14/2017,2:45:00 PM CDT,103,0.84,credit,"sell to open 1 x $242.5 put exp. 8/25/2017 (42 DTE); buy to open 1 x $235 put exp. 8/25/2017 (42 DTE)"
8/4/2017,2:45:00 PM CDT,103,0.4,debit,"buy to close 1 x $242.5 put exp. 8/25/2017 (21 DTE); sell to close 1 x $235 put exp. 8/25/2017 (21 DTE)"
8/4/2017,2:45:00 PM CDT,104,0.76,credit,"sell to open 1 x $243 put exp. 9/15/2017 (42 DTE); buy to open 1 x $237 put exp. 9/15/2017 (42 DTE)"
8/25/2017,2:45:00 PM CDT,104,1.14,debit,"buy to close 1 x $243 put exp. 9/15/2017 (21 DTE); sell to close 1 x $237 put exp. 9/15/2017 (21 DTE)"
8/25/2017,2:45:00 PM CDT,105,1.03,credit,"sell to open 1 x $239 put exp. 10/6/2017 (42 DTE); buy to open 1 x $231 put exp. 10/6/2017 (42 DTE)"
9/11/2017,2:45:00 PM CDT,105,0.29,debit,"buy to close 1 x $239 put exp. 10/6/2017 (25 DTE); sell to close 1 x $231 put exp. 10/6/2017 (25 DTE)"
9/11/2017,2:45:00 PM CDT,106,0.87,credit,"sell to open 1 x $243 put exp. 10/27/2017 (46 DTE); buy to open 1 x $235 put exp. 10/27/2017 (46 DTE)"
9/28/2017,2:45:00 PM CDT,106,0.39,debit,"buy to close 1 x $243 put exp. 10/27/2017 (29 DTE); sell to close 1 x $235 put exp. 10/27/2017 (29 DTE)"
9/28/2017,2:45:00 PM CDT,107,0.76,credit,"sell to open 1 x $246 put exp. 11/10/2017 (43 DTE); buy to open 1 x $239 put exp. 11/10/2017 (43 DTE)"
10/5/2017,2:45:00 PM CDT,107,0.3,debit,"buy to close 1 x $246 put exp. 11/10/2017 (36 DTE); sell to close 1 x $239 put exp. 11/10/2017 (36 DTE)"
10/5/2017,2:45:00 PM CDT,108,0.59,credit,"sell to open 1 x $251 put exp. 11/17/2017 (43 DTE); buy to open 1 x $246 put exp. 11/17/2017 (43 DTE)"
10/27/2017,2:45:00 PM CDT,108,0.27,debit,"buy to close 1 x $251 put exp. 11/17/2017 (21 DTE); sell to close 1 x $246 put exp. 11/17/2017 (21 DTE)"
10/27/2017,2:45:00 PM CDT,109,0.73,credit,"sell to open 1 x $254 put exp. 12/8/2017 (42 DTE); buy to open 1 x $248 put exp. 12/8/2017 (42 DTE)"
11/17/2017,2:45:00 PM CST,109,0.5,debit,"buy to close 1 x $254 put exp. 12/8/2017 (21 DTE); sell to close 1 x $248 put exp. 12/8/2017 (21 DTE)"
11/17/2017,2:45:00 PM CST,110,0.84,credit,"sell to open 1 x $252 put exp. 12/29/2017 (42 DTE); buy to open 1 x $245 put exp. 12/29/2017 (42 DTE)"
11/28/2017,2:45:00 PM CST,110,0.31,debit,"buy to close 1 x $252 put exp. 12/29/2017 (31 DTE); sell to close 1 x $245 put exp. 12/29/2017 (31 DTE)"
11/28/2017,2:45:00 PM CST,111,1.11,credit,"sell to open 1 x $258 put exp. 1/19/2018 (52 DTE); buy to open 1 x $250 put exp. 1/19/2018 (52 DTE)"
12/11/2017,2:45:00 PM CST,111,0.48,debit,"buy to close 1 x $258 put exp. 1/19/2018 (39 DTE); sell to close 1 x $250 put exp. 1/19/2018 (39 DTE)"
12/11/2017,2:45:00 PM CST,112,0.82,credit,"sell to open 1 x $262 put exp. 1/26/2018 (46 DTE); buy to open 1 x $256 put exp. 1/26/2018 (46 DTE)"
1/2/2018,2:45:00 PM CST,112,0.29,debit,"buy to close 1 x $262 put exp. 1/26/2018 (24 DTE); sell to close 1 x $256 put exp. 1/26/2018 (24 DTE)"
1/2/2018,2:45:00 PM CST,113,0.77,credit,"sell to open 1 x $265 put exp. 2/16/2018 (45 DTE); buy to open 1 x $259 put exp. 2/16/2018 (45 DTE)"
1/9/2018,2:45:00 PM CST,113,0.35,debit,"buy to close 1 x $265 put exp. 2/16/2018 (38 DTE); sell to close 1 x $259 put exp. 2/16/2018 (38 DTE)"
1/9/2018,2:45:00 PM CST,114,0.66,credit,"sell to open 1 x $270 put exp. 2/23/2018 (45 DTE); buy to open 1 x $265 put exp. 2/23/2018 (45 DTE)"
1/19/2018,2:45:00 PM CST,114,0.3,debit,"buy to close 1 x $270 put exp. 2/23/2018 (35 DTE); sell to close 1 x $265 put exp. 2/23/2018 (35 DTE)"
1/19/2018,2:45:00 PM CST,115,0.83,credit,"sell to open 1 x $276 put exp. 3/2/2018 (42 DTE); buy to open 1 x $270 put exp. 3/2/2018 (42 DTE)"
2/9/2018,2:45:00 PM CST,115,4.68,debit,"buy to close 1 x $276 put exp. 3/2/2018 (21 DTE); sell to close 1 x $270 put exp. 3/2/2018 (21 DTE)"
2/9/2018,2:45:00 PM CST,116,2.49,credit,"sell to open 1 x $250 put exp. 3/29/2018 (48 DTE); buy to open 1 x $231 put exp. 3/29/2018 (48 DTE)"
2/14/2018,2:45:00 PM CST,116,0.96,debit,"buy to close 1 x $250 put exp. 3/29/2018 (43 DTE); sell to close 1 x $231 put exp. 3/29/2018 (43 DTE)"
2/14/2018,2:45:00 PM CST,117,1.69,credit,"sell to open 1 x $261 put exp. 3/29/2018 (43 DTE); buy to open 1 x $247 put exp. 3/29/2018 (43 DTE)"
2/26/2018,2:45:00 PM CST,117,0.55,debit,"buy to close 1 x $261 put exp. 3/29/2018 (31 DTE); sell to close 1 x $247 put exp. 3/29/2018 (31 DTE)"
2/26/2018,2:45:00 PM CST,118,1.19,credit,"sell to open 1 x $271 put exp. 4/6/2018 (39 DTE); buy to open 1 x $262.5 put exp. 4/6/2018 (39 DTE)"
3/16/2018,2:45:00 PM CDT,118,0.92,debit,"buy to close 1 x $271 put exp. 4/6/2018 (21 DTE); sell to close 1 x $262.5 put exp. 4/6/2018 (21 DTE)"
3/16/2018,2:45:00 PM CDT,119,1.16,credit,"sell to open 1 x $269 put exp. 4/27/2018 (42 DTE); buy to open 1 x $260 put exp. 4/27/2018 (42 DTE)"
4/6/2018,2:45:00 PM CDT,119,5.32,debit,"buy to close 1 x $269 put exp. 4/27/2018 (21 DTE); sell to close 1 x $260 put exp. 4/27/2018 (21 DTE)"
4/6/2018,2:45:00 PM CDT,120,1.75,credit,"sell to open 1 x $251 put exp. 5/18/2018 (42 DTE); buy to open 1 x $240 put exp. 5/18/2018 (42 DTE)"
4/12/2018,2:45:00 PM CDT,120,0.78,debit,"buy to close 1 x $251 put exp. 5/18/2018 (36 DTE); sell to close 1 x $240 put exp. 5/18/2018 (36 DTE)"
4/12/2018,2:45:00 PM CDT,121,1.8,credit,"sell to open 1 x $259.5 put exp. 5/25/2018 (43 DTE); buy to open 1 x $248 put exp. 5/25/2018 (43 DTE)"
4/17/2018,2:45:00 PM CDT,121,0.82,debit,"buy to close 1 x $259.5 put exp. 5/25/2018 (38 DTE); sell to close 1 x $248 put exp. 5/25/2018 (38 DTE)"
4/17/2018,2:45:00 PM CDT,122,1.36,credit,"sell to open 1 x $264 put exp. 6/1/2018 (45 DTE); buy to open 1 x $253 put exp. 6/1/2018 (45 DTE)"
5/10/2018,2:45:00 PM CDT,122,0.57,debit,"buy to close 1 x $264 put exp. 6/1/2018 (22 DTE); sell to close 1 x $253 put exp. 6/1/2018 (22 DTE)"
5/10/2018,2:45:00 PM CDT,123,1.48,credit,"sell to open 1 x $266 put exp. 6/22/2018 (43 DTE); buy to open 1 x $256 put exp. 6/22/2018 (43 DTE)"
6/1/2018,2:45:00 PM CDT,123,0.69,debit,"buy to close 1 x $266 put exp. 6/22/2018 (21 DTE); sell to close 1 x $256 put exp. 6/22/2018 (21 DTE)"
6/1/2018,2:45:00 PM CDT,124,1.02,credit,"sell to open 1 x $266 put exp. 7/13/2018 (42 DTE); buy to open 1 x $257 put exp. 7/13/2018 (42 DTE)"
6/8/2018,2:45:00 PM CDT,124,0.47,debit,"buy to close 1 x $266 put exp. 7/13/2018 (35 DTE); sell to close 1 x $257 put exp. 7/13/2018 (35 DTE)"
6/8/2018,2:45:00 PM CDT,125,1.02,credit,"sell to open 1 x $272 put exp. 7/20/2018 (42 DTE); buy to open 1 x $264 put exp. 7/20/2018 (42 DTE)"
6/29/2018,2:45:00 PM CDT,125,1.83,debit,"buy to close 1 x $272 put exp. 7/20/2018 (21 DTE); sell to close 1 x $264 put exp. 7/20/2018 (21 DTE)"
6/29/2018,2:45:00 PM CDT,126,1.4,credit,"sell to open 1 x $266 put exp. 8/10/2018 (42 DTE); buy to open 1 x $255 put exp. 8/10/2018 (42 DTE)"
7/9/2018,2:45:00 PM CDT,126,0.46,debit,"buy to close 1 x $266 put exp. 8/10/2018 (32 DTE); sell to close 1 x $255 put exp. 8/10/2018 (32 DTE)"
7/9/2018,2:45:00 PM CDT,127,1.17,credit,"sell to open 1 x $272.5 put exp. 8/24/2018 (46 DTE); buy to open 1 x $263 put exp. 8/24/2018 (46 DTE)"
7/25/2018,2:45:00 PM CDT,127,0.37,debit,"buy to close 1 x $272.5 put exp. 8/24/2018 (30 DTE); sell to close 1 x $263 put exp. 8/24/2018 (30 DTE)"
7/25/2018,2:45:00 PM CDT,128,0.97,credit,"sell to open 1 x $279.5 put exp. 8/31/2018 (37 DTE); buy to open 1 x $271 put exp. 8/31/2018 (37 DTE)"
8/8/2018,2:45:00 PM CDT,128,0.45,debit,"buy to close 1 x $279.5 put exp. 8/31/2018 (23 DTE); sell to close 1 x $271 put exp. 8/31/2018 (23 DTE)"
8/8/2018,2:45:00 PM CDT,129,0.97,credit,"sell to open 1 x $281 put exp. 9/21/2018 (44 DTE); buy to open 1 x $274 put exp. 9/21/2018 (44 DTE)"
8/27/2018,2:45:00 PM CDT,129,0.42,debit,"buy to close 1 x $281 put exp. 9/21/2018 (25 DTE); sell to close 1 x $274 put exp. 9/21/2018 (25 DTE)"
8/27/2018,2:45:00 PM CDT,130,1.09,credit,"sell to open 1 x $285 put exp. 10/5/2018 (39 DTE); buy to open 1 x $277.5 put exp. 10/5/2018 (39 DTE)"
9/14/2018,2:45:00 PM CDT,130,0.58,debit,"buy to close 1 x $285 put exp. 10/5/2018 (21 DTE); sell to close 1 x $277.5 put exp. 10/5/2018 (21 DTE)"
9/14/2018,2:45:00 PM CDT,131,0.92,credit,"sell to open 1 x $285 put exp. 10/26/2018 (42 DTE); buy to open 1 x $277.5 put exp. 10/26/2018 (42 DTE)"
10/5/2018,2:45:00 PM CDT,131,1.28,debit,"buy to close 1 x $285 put exp. 10/26/2018 (21 DTE); sell to close 1 x $277.5 put exp. 10/26/2018 (21 DTE)"
10/5/2018,2:45:00 PM CDT,132,1.27,credit,"sell to open 1 x $281 put exp. 11/16/2018 (42 DTE); buy to open 1 x $272 put exp. 11/16/2018 (42 DTE)"
10/26/2018,2:45:00 PM CDT,132,6.8,debit,"buy to close 1 x $281 put exp. 11/16/2018 (21 DTE); sell to close 1 x $272 put exp. 11/16/2018 (21 DTE)"
10/26/2018,2:45:00 PM CDT,133,2.8,credit,"sell to open 1 x $257.5 put exp. 12/7/2018 (42 DTE); buy to open 1 x $240 put exp. 12/7/2018 (42 DTE)"
11/1/2018,2:45:00 PM CDT,133,1.27,debit,"buy to close 1 x $257.5 put exp. 12/7/2018 (36 DTE); sell to close 1 x $240 put exp. 12/7/2018 (36 DTE)"
11/1/2018,2:45:00 PM CDT,134,1.95,credit,"sell to open 1 x $265 put exp. 12/14/2018 (43 DTE); buy to open 1 x $253 put exp. 12/14/2018 (43 DTE)"
11/7/2018,2:45:00 PM CST,134,0.83,debit,"buy to close 1 x $265 put exp. 12/14/2018 (37 DTE); sell to close 1 x $253 put exp. 12/14/2018 (37 DTE)"
11/7/2018,2:45:00 PM CST,135,1.85,credit,"sell to open 1 x $273 put exp. 12/21/2018 (44 DTE); buy to open 1 x $262 put exp. 12/21/2018 (44 DTE)"
11/30/2018,2:45:00 PM CST,135,2.6,debit,"buy to close 1 x $273 put exp. 12/21/2018 (21 DTE); sell to close 1 x $262 put exp. 12/21/2018 (21 DTE)"
11/30/2018,2:45:00 PM CST,136,1.94,credit,"sell to open 1 x $267 put exp. 1/11/2019 (42 DTE); buy to open 1 x $255 put exp. 1/11/2019 (42 DTE)"
12/21/2018,2:45:00 PM CST,136,11.12,debit,"buy to close 1 x $267 put exp. 1/11/2019 (21 DTE); sell to close 1 x $255 put exp. 1/11/2019 (21 DTE)"
12/21/2018,2:45:00 PM CST,137,2.33,credit,"sell to open 1 x $230 put exp. 2/1/2019 (42 DTE); buy to open 1 x $215 put exp. 2/1/2019 (42 DTE)"
1/2/2019,2:45:00 PM CST,137,0.92,debit,"buy to close 1 x $230 put exp. 2/1/2019 (30 DTE); sell to close 1 x $215 put exp. 2/1/2019 (30 DTE)"
1/2/2019,2:45:00 PM CST,138,2.11,credit,"sell to open 1 x $240 put exp. 2/15/2019 (44 DTE); buy to open 1 x $228 put exp. 2/15/2019 (44 DTE)"
1/9/2019,2:45:00 PM CST,138,0.9,debit,"buy to close 1 x $240 put exp. 2/15/2019 (37 DTE); sell to close 1 x $228 put exp. 2/15/2019 (37 DTE)"
1/9/2019,2:45:00 PM CST,139,1.91,credit,"sell to open 1 x $250 put exp. 2/22/2019 (44 DTE); buy to open 1 x $239 put exp. 2/22/2019 (44 DTE)"
1/17/2019,2:45:00 PM CST,139,0.88,debit,"buy to close 1 x $250 put exp. 2/22/2019 (36 DTE); sell to close 1 x $239 put exp. 2/22/2019 (36 DTE)"
1/17/2019,2:45:00 PM CST,140,1.69,credit,"sell to open 1 x $256 put exp. 3/1/2019 (43 DTE); buy to open 1 x $244 put exp. 3/1/2019 (43 DTE)"
1/31/2019,2:45:00 PM CST,140,0.66,debit,"buy to close 1 x $256 put exp. 3/1/2019 (29 DTE); sell to close 1 x $244 put exp. 3/1/2019 (29 DTE)"
1/31/2019,2:45:00 PM CST,141,1.69,credit,"sell to open 1 x $263 put exp. 3/15/2019 (43 DTE); buy to open 1 x $253 put exp. 3/15/2019 (43 DTE)"
2/13/2019,2:45:00 PM CST,141,0.74,debit,"buy to close 1 x $263 put exp. 3/15/2019 (30 DTE); sell to close 1 x $253 put exp. 3/15/2019 (30 DTE)"
2/13/2019,2:45:00 PM CST,142,1.7,credit,"sell to open 1 x $269 put exp. 3/29/2019 (44 DTE); buy to open 1 x $259 put exp. 3/29/2019 (44 DTE)"
2/25/2019,2:45:00 PM CST,142,0.8,debit,"buy to close 1 x $269 put exp. 3/29/2019 (32 DTE); sell to close 1 x $259 put exp. 3/29/2019 (32 DTE)"
2/25/2019,2:45:00 PM CST,143,1.25,credit,"sell to open 1 x $273 put exp. 4/5/2019 (39 DTE); buy to open 1 x $264 put exp. 4/5/2019 (39 DTE)"
3/15/2019,2:45:00 PM CDT,143,0.54,debit,"buy to close 1 x $273 put exp. 4/5/2019 (21 DTE); sell to close 1 x $264 put exp. 4/5/2019 (21 DTE)"
3/15/2019,2:45:00 PM CDT,144,1.13,credit,"sell to open 1 x $275 put exp. 4/26/2019 (42 DTE); buy to open 1 x $266 put exp. 4/26/2019 (42 DTE)"
4/1/2019,2:45:00 PM CDT,144,0.52,debit,"buy to close 1 x $275 put exp. 4/26/2019 (25 DTE); sell to close 1 x $266 put exp. 4/26/2019 (25 DTE)"
4/1/2019,2:45:00 PM CDT,145,1.39,credit,"sell to open 1 x $280 put exp. 5/17/2019 (46 DTE); buy to open 1 x $271 put exp. 5/17/2019 (46 DTE)"
4/12/2019,2:45:00 PM CDT,145,0.64,debit,"buy to close 1 x $280 put exp. 5/17/2019 (35 DTE); sell to close 1 x $271 put exp. 5/17/2019 (35 DTE)"
4/12/2019,2:45:00 PM CDT,146,1.23,credit,"sell to open 1 x $285 put exp. 5/24/2019 (42 DTE); buy to open 1 x $276 put exp. 5/24/2019 (42 DTE)"
4/29/2019,2:45:00 PM CDT,146,0.58,debit,"buy to close 1 x $285 put exp. 5/24/2019 (25 DTE); sell to close 1 x $276 put exp. 5/24/2019 (25 DTE)"
4/29/2019,2:45:00 PM CDT,147,1.08,credit,"sell to open 1 x $289 put exp. 6/7/2019 (39 DTE); buy to open 1 x $281 put exp. 6/7/2019 (39 DTE)"
5/17/2019,2:45:00 PM CDT,147,2.75,debit,"buy to close 1 x $289 put exp. 6/7/2019 (21 DTE); sell to close 1 x $281 put exp. 6/7/2019 (21 DTE)"
5/17/2019,2:45:00 PM CDT,148,1.78,credit,"sell to open 1 x $278 put exp. 6/28/2019 (42 DTE); buy to open 1 x $267 put exp. 6/28/2019 (42 DTE)"
6/7/2019,2:45:00 PM CDT,148,1.05,debit,"buy to close 1 x $278 put exp. 6/28/2019 (21 DTE); sell to close 1 x $267 put exp. 6/28/2019 (21 DTE)"
6/7/2019,2:45:00 PM CDT,149,1.68,credit,"sell to open 1 x $280 put exp. 7/19/2019 (42 DTE); buy to open 1 x $270 put exp. 7/19/2019 (42 DTE)"
6/19/2019,2:45:00 PM CDT,149,0.72,debit,"buy to close 1 x $280 put exp. 7/19/2019 (30 DTE); sell to close 1 x $270 put exp. 7/19/2019 (30 DTE)"
6/19/2019,2:45:00 PM CDT,150,1.68,credit,"sell to open 1 x $286 put exp. 8/2/2019 (44 DTE); buy to open 1 x $275 put exp. 8/2/2019 (44 DTE)"
7/3/2019,2:45:00 PM CDT,150,0.6,debit,"buy to close 1 x $286 put exp. 8/2/2019 (30 DTE); sell to close 1 x $275 put exp. 8/2/2019 (30 DTE)"
7/3/2019,2:45:00 PM CDT,151,1.34,credit,"sell to open 1 x $293 put exp. 8/16/2019 (44 DTE); buy to open 1 x $284 put exp. 8/16/2019 (44 DTE)"
7/24/2019,2:45:00 PM CDT,151,0.6,debit,"buy to close 1 x $293 put exp. 8/16/2019 (23 DTE); sell to close 1 x $284 put exp. 8/16/2019 (23 DTE)"
7/24/2019,2:45:00 PM CDT,152,1,credit,"sell to open 1 x $296 put exp. 8/30/2019 (37 DTE); buy to open 1 x $289 put exp. 8/30/2019 (37 DTE)"
8/9/2019,2:45:00 PM CDT,152,2.49,debit,"buy to close 1 x $296 put exp. 8/30/2019 (21 DTE); sell to close 1 x $289 put exp. 8/30/2019 (21 DTE)"
8/9/2019,2:45:00 PM CDT,153,1.92,credit,"sell to open 1 x $284 put exp. 9/20/2019 (42 DTE); buy to open 1 x $272 put exp. 9/20/2019 (42 DTE)"
